title,year,genres,avg rating,rating,tags
Dangerous Minds,1995,Drama,3.18,0.5|3.0|2.5|4.0|3.0|4.0|3.5|3.0|4.0|3.0|3.0|3.0|3.5|4.0|3.0|3.5|4.0|4.5|1.5|3.0|5.0|4.0|2.0|2.5|4.0|3.0|5.0|4.0|4.0|4.0|3.0|3.0|2.0|1.0|3.5|2.5|2.0|3.0,high school|teacher
Unstrung Heroes,1995,Comedy,3.17,3.0|4.0|3.0|3.0|3.5|2.0|3.0|3.0|4.0,N/A
White Man's Burden,1995,Drama,3.17,3.0|4.0|2.5,N/A
Tales from the Crypt Presents: Demon Knight,1995,Horror,3.15,2.0|2.0|5.0|4.5|4.0|2.0|2.0|2.5|4.0|3.5,N/A
Pocahontas,1995,Animation,3.15,1.0|5.0|3.0|4.0|3.0|2.0|5.0|4.0|3.0|3.0|3.0|4.0|0.5|3.5|3.5|3.0|3.0|3.0|4.5|4.0|3.5|4.0|3.0|2.0|2.0|3.0|2.5|5.0|3.0|3.0|4.0|3.0|1.0|3.0|2.0|1.0|2.0|4.0|1.5|3.5|3.5|4.5|2.0|3.0|3.0|2.0|2.0|3.0|4.0|4.0|4.0|3.0|3.0|4.0|3.0|4.5|4.0|3.5|3.0|3.0|4.0|3.0|2.5|3.5|4.0|5.0|4.5|0.5,N/A
Sudden Death,1995,Action,3.13,4.0|3.0|3.0|2.0|3.0|5.0|3.0|3.0|3.0|3.0|2.0|3.0|4.0|2.5|5.0|1.5,N/A
Balto,1995,Adventure,3.13,3.0|3.0|4.0|2.0|4.0|3.0|3.0|3.0,N/A
Assassins,1995,Action,3.13,1.5|5.0|4.0|3.0|5.0|3.0|3.5|3.5|3.5|3.0|2.0|3.0|3.0|2.0|1.0|4.0,N/A
Powder,1995,Drama,3.13,4.0|3.0|2.0|2.5|3.0|4.0|4.0|5.0|3.0|1.0|3.5|3.0|2.0|4.0|5.0|3.0|3.0|3.0|4.0|3.0|2.5|2.5|5.0|2.0|4.0|2.5|2.0|2.0,N/A
Things to Do in Denver When You're Dead,1995,Crime,3.11,3.0|3.0|5.0|3.5|3.0|3.0|4.0|3.0|2.0|2.0|3.0|3.5|3.0|2.5,N/A
Something to Talk About,1995,Comedy,3.1,4.0|3.0|4.0|5.0|4.0|4.0|1.5|2.0|1.5|2.0,N/A
First Knight,1995,Action,3.08,5.0|5.0|4.0|2.0|3.0|5.0|3.5|5.0|3.0|4.0|4.0|5.0|4.5|3.0|3.0|4.0|0.5|3.0|4.0|5.0|3.0|3.5|5.0|1.0|1.5|3.0|4.0|1.5|4.0|4.0|3.0|3.0|2.0|2.0|3.0|2.0|2.0|5.0|4.5|2.0|3.5|1.0|4.0|2.5|1.5|0.5|2.0|3.0|3.5|3.0|1.5|3.0|2.5|0.5,N/A
Father of the Bride Part II,1995,Comedy,3.07,5.0|3.0|5.0|3.0|4.0|4.0|2.0|3.0|4.0|4.0|3.5|3.0|4.0|3.0|4.5|3.0|5.0|3.0|3.0|4.0|3.0|3.0|3.0|3.0|2.0|3.0|4.0|3.0|4.0|3.0|2.0|2.0|3.0|3.0|3.0|3.0|3.0|1.5|2.5|2.0|0.5|3.0|3.0|1.5|3.0|3.0|2.0|2.5|3.0,pregnancy|remake
How to Make an American Quilt,1995,Drama,3.07,4.0|4.0|3.0|3.0|1.0|3.0|1.0|5.0|2.0|2.0|3.0|3.5|4.5|3.0|4.0,wedding
Home for the Holidays,1995,Drama,3.06,5.0|3.0|3.0|3.0|3.0|3.0|2.5|2.0,N/A
"Net, The",1995,Action,3.04,3.0|5.0|2.0|3.0|5.0|4.0|4.0|3.0|4.0|3.0|2.0|3.0|3.0|3.0|3.0|2.0|2.0|4.0|2.0|3.0|3.0|3.5|3.0|2.0|3.0|3.0|3.0|1.0|1.5|4.0|3.0|5.0|2.5|4.0|4.0|3.0|4.0|5.0|4.0|3.0|2.0|3.0|4.0|3.0|4.0|3.0|3.0|1.0|4.0|1.0|4.0|4.0|4.0|2.5|1.0|2.0|3.0|3.0|4.0|3.5|2.0|3.5|3.0|3.0|4.0|4.0|3.0|3.0|1.0|3.0|4.0|4.0|2.0|5.0|4.5|2.0|3.0|2.5|5.0|3.0|3.0|3.0|3.0|3.0|1.0|1.0|4.0|5.0|0.5|3.0|0.5|3.0|3.0|3.0|3.0|3.0|2.0|4.0|2.5|3.5|2.0|5.0|3.5|1.0|3.0|3.0|2.5|2.5|3.0|4.0|3.0|3.0,computers
Cutthroat Island,1995,Action,3,4.0|2.0|4.0|5.0|4.0|2.0|2.0|1.0|3.0|3.0|4.0|1.5|3.5,N/A
Shanghai Triad (Yao a yao yao dao waipo qiao),1995,Crime,3,4.0|1.0|4.0,N/A
Dead Presidents,1995,Action,3,4.0|2.0|2.0|4.0|3.0|3.0|3.0,N/A
When Night Is Falling,1995,Drama,3,3,N/A
Once Upon a Time... When We Were Colored,1995,Drama,3,3,N/A
"Young Poisoner's Handbook, The",1995,Crime,3,3,N/A
"Steal Big, Steal Little",1995,Comedy,3,3.0|3.0,N/A
Man of the Year,1995,Documentary,3,3,N/A
Reckless,1995,Comedy,3,3,N/A
Three Wishes,1995,Drama,3,3,N/A
Total Eclipse,1995,Drama,3,3,N/A
Unzipped,1995,Documentary,3,2.0|4.0,N/A
Wild Bill,1995,Western,3,4.0|3.0|3.0|2.0,N/A
Bushwhacked,1995,Adventure,3,4.0|3.5|1.5,N/A
"Cure, The",1995,Drama,3,3,N/A
Castle Freak,1995,Horror,3,3,N/A
"Goofy Movie, A",1995,Animation,3,3.0|4.5|4.0|1.0|1.0|3.0|3.0|3.0|2.0|3.0|3.0|4.5|3.0|3.0|3.5|4.5|2.0,N/A
Gordy,1995,Children,3,3,N/A
"Hunted, The",1995,Action,3,3.0|2.5|3.5,N/A
Jefferson in Paris,1995,Drama,3,3,N/A
My Family,1995,Drama,3,3.0|3.0,in netflix queue
"Perez Family, The",1995,Comedy,3,3.0|3.0,N/A
"Pyromaniac's Love Story, A",1995,Comedy,3,3,N/A
Rent-a-Kid,1995,Comedy,3,3,N/A
Tales from the Hood,1995,Action,3,3.0|3.0|3.0|4.0|2.0|3.0,N/A
"Walking Dead, The",1995,Drama,3,3,N/A
Boys Life,1995,Drama,3,2.0|4.0,N/A
Candyman: Farewell to the Flesh,1995,Fantasy,3,3.0|2.0|4.0|3.0,N/A
Two Much,1995,Comedy,3,3,N/A
Frisk,1995,Drama,3,3,N/A
Jack and Sarah,1995,Romance,3,3,babies
Cold Fever (Á köldum klaka),1995,Comedy,3,3,N/A
Nothing Personal,1995,Drama,3,3,N/A
Drunks,1995,Drama,3,3,N/A
Angel Baby,1995,Drama,3,3.0|3.0,N/A
"Langoliers, The",1995,Drama,3,3,N/A
"Last Wedding, The (Kivenpyörittäjän kylä)",1995,Comedy,3,3,N/A
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",1995,Children,3,3,N/A
"Quick and the Dead, The",1995,Action,2.95,3.0|2.0|2.0|3.5|3.0|3.0|1.0|1.0|3.0|2.0|3.5|4.0|4.0|4.0|4.0|3.0|3.0|3.0|1.0|4.0|3.0|3.0|5.0|3.0|3.0|2.5|3.0|3.0|3.0|3.5|2.5|3.0,N/A
Major Payne,1995,Comedy,2.94,3.0|3.0|2.0|4.0|1.5|1.0|2.5|5.0|3.5|3.5|4.0|1.0|3.0|4.0|5.0|1.0|3.0,N/A
Man of the House,1995,Comedy,2.93,4.0|4.0|3.0|1.5|4.0|3.0|1.0,N/A
Batman Forever,1995,Action,2.92,3.0|3.0|2.0|3.0|2.0|2.0|3.0|3.0|3.0|3.0|3.0|2.0|5.0|4.0|4.0|2.0|3.0|1.0|2.5|3.0|3.0|3.0|2.0|4.0|3.0|5.0|3.0|3.0|3.0|3.0|3.0|2.0|4.0|4.0|1.0|4.0|1.0|3.0|3.0|3.0|0.5|3.0|3.0|4.0|2.5|3.0|3.0|3.0|3.0|3.0|3.0|3.5|1.0|2.0|4.0|3.5|2.0|2.5|4.0|3.0|3.5|5.0|3.0|3.0|2.0|4.0|4.0|3.5|3.0|2.0|3.0|3.0|2.0|3.0|2.0|2.0|3.0|5.0|2.0|3.0|4.0|3.0|3.0|2.5|3.0|4.0|3.0|3.0|3.0|2.0|3.0|3.0|2.0|3.5|1.0|3.0|1.0|4.0|2.5|4.0|5.0|3.0|4.0|3.0|3.0|1.0|2.0|5.0|3.0|3.0|3.0|2.0|3.0|3.5|3.0|3.0|3.0|2.0|5.0|2.5|1.5|3.0|2.0|3.0|3.0|2.5|3.0|2.5|3.0|2.0|4.0|1.0|3.0|4.0|3.0|2.5|3.0,superhero
Waterworld,1995,Action,2.91,3.0|3.0|3.0|3.0|2.0|2.0|1.0|2.0|4.0|3.0|4.0|1.0|4.0|2.0|4.0|4.0|2.0|1.0|2.5|2.0|3.0|2.5|4.0|2.0|4.0|3.0|4.0|3.0|4.0|3.5|3.0|3.5|4.0|4.0|3.0|1.0|3.0|2.0|0.5|2.5|1.0|2.5|4.0|4.0|3.5|4.0|4.0|2.5|4.0|2.5|2.0|3.5|3.0|2.5|4.0|2.0|3.0|3.0|4.0|3.5|3.0|2.0|3.0|3.0|3.0|1.5|3.5|2.0|1.0|5.0|4.0|4.0|4.0|2.0|4.0|2.5|3.0|2.5|3.0|4.0|3.0|2.0|2.0|2.0|3.0|3.0|3.0|3.0|4.0|3.0|3.0|1.0|4.0|3.0|3.0|3.0|1.0|3.0|4.0|2.0|3.5|1.0|2.5|4.0|4.0|2.0|4.0|5.0|2.5|2.0|3.0|3.0|3.0|3.0|3.0,N/A
"Baby-Sitters Club, The",1995,Children,2.9,3.0|4.0|1.5|3.0|3.0,N/A
Clockers,1995,Crime,2.89,3.0|3.0|3.5|1.0|4.0|2.0|3.0|2.0|4.5|3.0|2.0|2.5|3.5|3.5,N/A
Congo,1995,Action,2.88,5.0|4.0|3.0|1.0|2.5|2.5|3.0|2.0|3.0|2.0|3.0|4.0|4.0|3.0|3.5|3.0|3.0|3.0|1.0|4.0|4.0|3.0|3.0|4.0|4.0|3.0|2.0|2.0|1.0|3.0|3.0|4.0|3.0|1.0|3.0|1.5|3.0|2.0|2.0|1.0|2.5|3.5|4.5|1.0|3.0|4.0|3.5|2.0|2.0|2.5|5.0|3.0|5.0|2.5|2.5|3.0|2.5,michael crichton
Tom and Huck,1995,Adventure,2.88,3.0|1.0|5.0|3.0|2.0|3.0|3.0|3.0,N/A
Canadian Bacon,1995,Comedy,2.86,5.0|2.0|2.0|2.0|3.0|2.0|3.0|3.0|4.0|1.5|4.0,N/A
Virtuosity,1995,Action,2.84,2.0|3.0|2.0|2.0|1.0|2.0|5.0|4.0|4.0|2.0|4.0|3.0|3.0|2.0|3.0|2.0|3.0|4.0|3.0,serial killer
Vampire in Brooklyn,1995,Comedy,2.83,4.0|3.0|4.0|1.0|3.5|3.0|3.0|1.5|2.5,N/A
Jade,1995,Thriller,2.83,3.0|3.0|3.0|2.0|2.0|4.0,N/A
"Doom Generation, The",1995,Comedy,2.83,1.5|3.0|4.0,N/A
Village of the Damned,1995,Horror,2.83,3.0|2.0|2.5|4.0|3.0|2.5|1.0|5.0|1.5|3.5|3.0|3.0,N/A
"Flower of My Secret, The (La flor de mi secreto)",1995,Comedy,2.83,4.0|2.5|2.0,N/A
Tank Girl,1995,Action,2.82,1.0|3.0|4.0|1.5|4.0|3.5|3.5|2.5|3.0|4.0|3.0|3.5|4.0|4.0|1.0|3.0|2.5|2.5|1.0|3.0|4.5|2.0|0.5|4.0|2.5|2.0|2.0|4.0|2.5|2.0|2.5|1.5|5.0|3.5,N/A
Nine Months,1995,Comedy,2.82,3.0|4.0|2.0|3.0|4.0|3.5|3.5|0.5|3.0|2.5|2.0|3.0|3.0|3.0|3.0|1.5|3.0|3.0|3.0|2.5|3.0|3.0|4.0|0.5|4.0|4.0|5.0|1.0|3.0|4.0|3.0|3.0|0.5|4.0|3.0|1.5|2.0|3.0|3.5|3.0|3.0|0.5|5.0|2.5|3.5|1.5|2.5|3.0,N/A
Casper,1995,Adventure,2.81,4.0|1.0|3.0|3.0|2.0|4.0|5.0|1.0|3.0|0.5|1.0|2.0|4.0|3.0|3.5|3.0|2.0|3.0|3.0|3.0|3.0|2.0|2.0|2.0|5.0|4.0|3.0|3.5|3.0|2.0|1.5|2.5|3.0|3.0|3.0|3.0|3.0|3.0|3.0|3.0|2.0|1.0|4.0|3.0|3.0|3.0|0.5|2.5|2.0|3.5|2.0|3.5|4.0|4.5|2.0|5.0|4.0|4.5|1.0|3.0|4.0|0.5,N/A
Safe,1995,Thriller,2.8,2.0|1.0|3.0|5.0|3.0,N/A
Lord of Illusions,1995,Horror,2.75,3.0|4.0|3.0|3.0|1.0|3.0|1.0|4.0,N/A
Funny Bones,1995,Comedy,2.75,4.0|1.5,N/A
"Brady Bunch Movie, The",1995,Comedy,2.74,3.0|3.0|4.0|3.5|3.0|2.5|3.0|1.0|3.0|2.5|3.0|3.0|3.0|2.0|2.5|4.0|3.0|0.5|2.0|1.0|4.0|2.0|3.0|3.0|2.5|3.0|3.0|4.0|3.0|0.5|4.0|4.0|3.0|3.0|2.0|2.0,N/A
Ace Ventura: When Nature Calls,1995,Comedy,2.73,2.0|1.0|2.0|2.5|2.0|2.0|4.5|5.0|1.0|3.5|3.0|1.5|2.0|2.0|1.0|3.5|4.0|2.0|2.0|3.5|3.0|1.0|2.0|3.0|3.0|2.0|3.0|3.5|1.0|2.5|3.5|3.5|3.0|5.0|3.5|4.0|4.0|3.0|4.0|1.5|2.0|4.0|1.0|3.5|3.0|2.5|2.0|4.0|4.0|2.0|4.0|1.0|2.0|2.0|2.0|5.0|2.5|3.5|1.0|2.0|3.0|2.0|3.0|4.0|3.0|1.5|3.5|2.0|4.5|4.0|4.0|1.0|3.0|4.0|2.0|3.5|3.0|2.0|3.0|3.0|2.0|4.0|3.0|3.0|2.0|1.0|2.0|2.0,N/A
Under Siege 2: Dark Territory,1995,Action,2.72,3.0|2.0|1.0|2.0|3.0|1.0|1.0|3.0|4.0|4.5|3.5|2.0|3.0|1.0|0.5|4.0|3.0|3.0|4.0|3.0|3.0|2.0|1.5|3.0|4.0|2.0|3.0|4.5|4.0|3.0,N/A
Jury Duty,1995,Comedy,2.7,3.0|5.0|3.0|2.0|5.0|3.5|1.0|2.0|1.0|1.5,N/A
Johnny Mnemonic,1995,Action,2.68,1.0|3.0|4.0|3.0|3.5|3.5|4.5|3.0|3.0|1.0|3.0|1.0|3.5|4.0|3.0|2.0|2.5|2.0|5.0|5.0|4.0|2.5|3.0|1.0|2.0|1.0|1.0|1.5|2.0|2.0|4.0|3.0|2.0|4.0|3.0|3.0|3.5|2.0|2.0|2.0|2.5|3.5|0.5|3.0|2.0|3.5|2.0|2.0|3.0|2.0|2.0|3.0|4.0,N/A
Judge Dredd,1995,Action,2.67,1.0|4.0|2.0|3.0|1.0|5.0|3.0|2.0|3.0|2.5|3.0|3.5|4.0|2.0|2.0|3.0|3.0|3.0|2.0|3.0|2.5|3.5|2.0|2.5|3.0|3.0|3.0|5.0|3.5|4.0|3.0|2.0|3.0|3.0|3.0|1.0|3.0|2.0|1.0|4.0|2.0|4.0|3.0|3.0|2.5|2.0|2.0|1.0|4.0|0.5|1.0|4.0|1.0|1.0|3.0|4.0|3.0|1.0|2.5|3.0|3.0|3.0,N/A
Species,1995,Horror,2.67,3.0|2.0|3.0|2.0|3.5|3.0|2.0|4.0|3.0|3.0|1.0|0.5|2.0|2.0|4.0|2.0|4.0|2.0|3.5|4.0|3.0|3.0|2.5|2.0|3.0|2.0|3.0|3.0|3.5|3.0|2.0|1.0|0.5|3.0|1.0|3.0|3.0|3.0|4.0|2.5|3.0|4.0|2.5|3.0|3.0,N/A
Higher Learning,1995,Drama,2.67,3.0|3.0|2.0|3.0|2.0|2.0|3.0|3.0|3.0,N/A
"Kid in King Arthur's Court, A",1995,Adventure,2.6,3.0|3.0|4.0|1.0|3.0|2.0|1.0|4.0|2.0|3.0,N/A
Mortal Kombat,1995,Action,2.54,2.0|1.0|3.5|3.0|1.0|3.0|2.0|3.0|1.0|2.0|3.0|1.0|2.0|3.0|1.5|2.0|2.0|1.5|3.5|4.0|4.0|4.0|3.0|3.0|3.0|3.5|1.0|4.0|2.0|1.0|2.0|3.5|2.0|2.0|3.0|5.0|4.0|1.0|4.0|2.5|4.0|2.5|2.0|3.0|2.5|0.5,N/A
Money Train,1995,Action,2.5,3.0|2.0|2.0|3.5|3.5|3.5|1.0|3.5|2.0|3.0|4.0|1.0|2.0|2.0|1.5,N/A
Heavyweights (Heavy Weights),1995,Children,2.5,4.0|1.5|3.0|2.5|3.0|1.0,N/A
National Lampoon's Senior Trip,1995,Comedy,2.5,2.0|5.0|2.0|2.0|2.0|3.0|1.5,N/A
Best of the Best 3: No Turning Back,1995,Action,2.5,3.0|2.0,N/A
Tall Tale,1995,Adventure,2.5,4.0|2.0|1.5,N/A
"Darkman II: Return of Durant, The",1995,Action,2.5,2.5,N/A
Last of the Dogmen,1995,Adventure,2.5,2.5,N/A
Let It Be Me,1995,(no genres listed),2.5,2.5,N/A
Showgirls,1995,Drama,2.47,3.0|1.0|3.0|4.0|2.0|1.0|3.0|2.0|3.0|1.0|2.0|2.0|3.0|2.0|2.0|5.0|3.0|4.0|2.0|3.0|3.5|2.0|3.0|1.0|3.5|2.0|1.0|3.0|2.0|1.5|1.0|2.0|4.0|3.0|3.0,N/A
Dracula: Dead and Loving It,1995,Comedy,2.42,1.0|1.0|3.0|3.0|3.0|1.0|3.5|4.0|2.0|1.0|3.0|3.0|5.0|4.0|2.0|3.0|1.0|1.0|1.5,N/A
Beyond Rangoon,1995,Adventure,2.42,4.0|1.0|2.0|4.0|1.0|2.5,N/A
"Scarlet Letter, The",1995,Drama,2.42,2.0|1.0|5.0|3.0|2.0|1.5,N/A
Free Willy 2: The Adventure Home,1995,Adventure,2.4,3.0|2.0|3.0|2.0|0.5|3.0|3.0|1.0|3.5|3.0,N/A
Hideaway,1995,Thriller,2.38,3.0|3.0|2.0|1.5,N/A
Waiting to Exhale,1995,Comedy,2.36,3.0|3.0|3.0|3.0|1.0|2.0|1.5,N/A
"Big Green, The",1995,Children,2.33,4.0|2.0|1.0,N/A
"Babysitter, The",1995,Drama,2.33,3.0|5.0|1.0|2.0|2.0|1.0,N/A
Destiny Turns on the Radio,1995,Comedy,2.33,3.0|3.0|1.0,N/A
Operation Dumbo Drop,1995,Action,2.33,0.5|3.0|2.0|4.0|3.0|3.0|2.0|2.0|1.5,N/A
Mighty Morphin Power Rangers: The Movie,1995,Action,2.26,3.0|2.0|3.0|1.0|1.0|3.0|2.0|3.0|3.0|3.5|1.0|4.0|1.0|1.0|2.5|4.0|0.5,N/A
Theodore Rex,1995,Comedy,2.25,2.0|3.0|3.0|1.0,N/A
Land Before Time III: The Time of the Great Giving,1995,Adventure,2.17,3.0|0.5|3.0,N/A
It Takes Two,1995,Children,2.13,2.5|2.0|3.0|1.0,twins
"Jerky Boys, The",1995,Comedy,2.07,0.5|1.0|2.0|5.0|3.0|1.0|2.0,N/A
Blue Juice,1995,Comedy,2,2,N/A
Fallen Angels (Duo luo tian shi),1995,Drama,2,2,N/A
"Tuskegee Airmen, The",1995,Drama,2,2,N/A
Leprechaun 3,1995,Comedy,2,2,N/A
Harrison Bergeron,1995,Drama,2,2,N/A
Prime Suspect: The Lost Child,1995,Drama,2,2,N/A
Fair Game,1995,Action,1.7,1.0|2.0|1.5|2.0|2.0,N/A
"Addiction, The",1995,Drama,1.5,1.0|2.0,N/A
Mad Love,1995,Drama,1.5,1.0|2.0,N/A
Miami Rhapsody,1995,Comedy,1.5,1.0|2.0,N/A
Carnosaur 2,1995,Horror,1.5,2.0|1.0,N/A
The Spirit of Christmas,1995,Animation,1.5,1.5,N/A
Stuart Saves His Family,1995,Comedy,1.44,1.0|3.0|1.0|1.0|1.0|2.0|2.0|1.5|0.5,N/A
Delta of Venus,1995,Drama,1,1,N/A
Iron Eagle IV,1995,Action,1,1.0|1.0|1.0,N/A
3 Ninjas Knuckle Up,1995,Action,0.5,0.5,N/A
Born to Be Wild,1995,Adventure,0.5,0.5,N/A
Mortal Kombat: The Journey Begins,1995,Action,0.5,0.5,N/A
"Thin Line Between Love and Hate, A",1996,Comedy,5,5,N/A
Entertaining Angels: The Dorothy Day Story,1996,Drama,5,5,N/A
Hype!,1996,Documentary,5,5,N/A
"Summer's Tale, A (Conte d'été)",1996,Comedy,5,5,N/A
George Carlin: Back in Town,1996,Comedy,5,5,N/A
Tenchi Muyô! In Love,1996,Animation,5,5,N/A
Children of the Corn IV: The Gathering,1996,Horror,4.67,5.0|4.0|5.0,N/A
Secrets & Lies,1996,Drama,4.59,5.0|5.0|4.0|5.0|5.0|5.0|4.0|4.0|4.5|5.0|4.0,in netflix queue
Beautiful Thing,1996,Drama,4.5,5.0|4.0|5.0|4.0,N/A
Palookaville,1996,Action,4.5,4.0|5.0,N/A
"Promise, The (La promesse)",1996,Drama,4.5,5.0|4.0,N/A
Ponette,1996,Drama,4.5,5.0|4.0,death
When the Cat's Away (Chacun cherche son chat),1996,Comedy,4.5,5.0|4.0,N/A
Beyond Silence (Jenseits der Stille),1996,Drama,4.5,4.5,in netflix queue
Hands on a Hard Body,1996,Comedy,4.5,4.0|5.0,N/A
La Belle Verte,1996,Comedy,4.5,4.5,N/A
The Natural Love,1996,Documentary,4.5,4.5,N/A
Kolya (Kolja),1996,Comedy,4.43,5.0|4.0|4.5|4.0|5.0|4.0|4.5,in netflix queue
"Perfect Candidate, A",1996,Documentary,4.25,5.0|3.5,N/A
"Whole Wide World, The",1996,Drama,4.25,4.5|4.0,conan
Forgotten Silver,1996,Comedy,4.25,4.0|4.5,N/A
Big Night,1996,Comedy,4.18,5.0|4.0|5.0|4.0|3.5|4.0|4.0|3.5|3.0|5.0|5.0,food
Lone Star,1996,Drama,4.16,4.0|4.0|5.0|5.0|4.0|4.0|5.0|2.0|5.0|4.5|5.0|5.0|4.0|3.5|2.0|5.0|5.0|3.0|4.0,in netflix queue
Microcosmos (Microcosmos: Le peuple de l'herbe),1996,Documentary,4.13,4.0|4.0|5.0|3.5,N/A
Citizen Ruth,1996,Comedy,4.13,4.0|5.0|4.5|3.0,N/A
Fargo,1996,Comedy,4.12,5.0|5.0|3.0|3.0|4.5|4.5|3.5|4.0|3.0|5.0|4.0|5.0|4.0|4.0|4.0|5.0|4.5|4.0|4.0|2.5|2.0|5.0|4.0|2.0|5.0|5.0|3.5|4.5|4.0|4.0|4.0|4.0|4.5|3.0|4.0|5.0|5.0|5.0|3.0|5.0|4.0|4.0|4.5|5.0|4.0|4.0|5.0|5.0|5.0|4.5|3.0|5.0|5.0|4.0|4.5|4.0|5.0|4.5|5.0|5.0|3.0|5.0|4.0|5.0|3.0|3.5|5.0|3.0|5.0|5.0|3.0|4.5|4.0|4.5|4.0|4.5|5.0|5.0|5.0|5.0|4.0|5.0|4.0|3.0|3.0|4.0|2.0|4.0|4.5|4.0|5.0|2.0|3.0|4.0|4.0|3.0|3.0|5.0|3.5|3.0|4.0|4.0|5.0|4.0|4.5|5.0|5.0|4.0|5.0|4.0|5.0|3.0|5.0|3.0|4.0|5.0|4.0|2.0|5.0|4.0|3.5|5.0|4.0|4.0|5.0|5.0|5.0|4.0|5.0|4.5|4.5|3.5|2.5|4.0|5.0|5.0|5.0|3.5|4.0|5.0|5.0|4.0|3.5|5.0|5.0|3.0|4.0|4.5|4.0|4.0|4.5|4.5|4.5|4.0|4.0|5.0|3.0|4.5|4.5|4.0|3.0|2.0|3.5|2.0|5.0|4.0|4.0|3.0|4.0|4.0|3.0|4.0|4.0|4.5|3.5|4.0|5.0|5.0|2.0|3.0|4.5,steve buscemi|based on a true story|kidnapping|coen brothers|dark comedy
Wallace & Gromit: The Best of Aardman Animation,1996,Adventure,4.09,0.5|4.0|5.0|5.0|4.0|5.0|4.5|5.0|4.0|2.0|5.0|5.0|4.0|5.0|5.0|5.0|5.0|4.0|4.0|5.0|1.0|4.0|5.0|4.0|3.0|3.0|4.5,aardman
Paradise Lost: The Child Murders at Robin Hood Hills,1996,Documentary,4.08,5.0|4.0|3.0|4.0|4.0|4.5,in netflix queue
Breaking the Waves,1996,Drama,4.07,4.0|5.0|2.0|4.0|4.5|5.0|4.0,religion
Trainspotting,1996,Comedy,4.04,4.5|4.0|3.5|4.0|4.0|4.0|4.0|4.5|4.0|5.0|4.5|4.0|5.0|4.0|3.5|3.5|3.0|5.0|4.0|3.0|2.0|4.0|3.5|4.0|5.0|4.0|4.5|4.5|3.5|4.0|4.0|4.0|3.5|3.0|3.0|4.0|4.5|3.5|5.0|3.5|4.5|4.5|4.5|5.0|4.0|4.0|5.0|3.5|3.5|5.0|3.0|5.0|4.0|3.5|4.5|4.0|4.0|3.5|4.5|4.0|3.5|4.0|4.5|3.0|4.5|5.0|0.5|5.0|5.0|5.0|5.0|5.0|3.0|5.0|3.5|4.5|4.5|5.0|4.0|5.0|2.5|4.0|4.0|4.5|2.0|2.5|4.0|4.0|4.0|5.0|5.0|4.5|4.0|5.0|5.0|5.0|3.5|3.5|2.0|4.0|3.0|5.0,drug abuse|narrated|based on a book|dark comedy
Bed of Roses,1996,Drama,4,4.0|4.0|3.0|5.0|5.0|4.0|3.0|4.0,N/A
Catwalk,1996,Documentary,4,4,N/A
It's My Party,1996,Drama,4,5.0|3.0,N/A
True Crime,1996,Mystery,4,4.0|4.0,N/A
"Haunted World of Edward D. Wood Jr., The",1996,Documentary,4,4,N/A
Walking and Talking,1996,Comedy,4,4,N/A
Bound,1996,Crime,4,2.0|3.0|4.0|4.0|4.0|3.5|4.0|5.0|4.0|4.0|4.0|5.0|4.0|4.0|4.0|3.0|5.0|3.0|3.5|5.0|5.0|4.0|5.0,N/A
Trees Lounge,1996,Drama,4,5.0|3.0|4.0,N/A
Hustler White,1996,Romance,4,4,N/A
"Line King: The Al Hirschfeld Story, The",1996,Documentary,4,4,N/A
Shine,1996,Drama,4,5.0|4.0|0.5|4.0|5.0|5.0|5.0|4.0|3.0|4.5|4.0|3.5|4.0|5.0|4.0|4.0|4.0|5.0|4.0|3.5|4.0|4.0|3.0|4.0,music
Bastard Out of Carolina,1996,Drama,4,4.0|4.0,N/A
Hamlet,1996,Crime,4,5.0|1.5|3.0|5.0|5.0|5.0|4.0|3.5|5.0|5.0|4.0|3.0|4.0|4.0|3.0|4.0,shakespeare
Hearts and Minds,1996,Drama,4,4,vietnam|in netflix queue
Kama Sutra: A Tale of Love,1996,Romance,4,4,N/A
Head Above Water,1996,Comedy,4,4,N/A
Dream for an Insomniac,1996,Drama,4,4,generation x
Hard Core Logo,1996,Comedy,4,5.0|3.0,N/A
"King of Masks, The (Bian Lian)",1996,Drama,4,4,N/A
"Ogre, The (Unhold, Der)",1996,Drama,4,4,N/A
"Apartment, The (Appartement, L')",1996,Drama,4,4,N/A
T2 3-D: Battle Across Time,1996,(no genres listed),4,4,N/A
White Squall,1996,Action,3.97,5.0|4.0|5.0|4.0|4.0|4.0|3.5|5.0|3.0|3.0|5.0|3.0|4.0|3.0|4.0,N/A
Beautiful Girls,1996,Comedy,3.95,4.0|4.0|4.0|4.0|4.0|3.5|4.0|5.0|4.0|3.0,N/A
Emma,1996,Comedy,3.92,4.0|5.0|5.0|3.0|3.5|5.0|4.5|4.0|5.0|4.0|2.0|3.0|5.0|4.0|3.0|5.0|4.0|3.0|3.0|3.0|5.0|5.0|3.0|3.0|3.5|4.0|5.0|4.0|3.0|4.0,jane austen
Looking for Richard,1996,Documentary,3.9,3.5|4.0|4.0|4.0|4.0,N/A
When We Were Kings,1996,Documentary,3.9,4.0|3.0|5.0|4.0|4.0|5.0|5.0|3.5|3.0|2.5,boxing|in netflix queue
